PM_ID,Title,Abstract,Journal,Year,PMC_ID,DOI,Classification,Community type,Substrate,Product,Organisms,Family
34619589,Bioelectricity production and shortcut nitrogen removal by microalgal-bacterial consortia using membrane photosynthetic microbial fuel cell.,"Membrane photosynthetic microbial fuel cell (MPMFC) utilizes O<sub>2</sub>, NO<sub>3</sub><sup>-</sup> and NO<sub>2</sub><sup>-</sup> as cathodic electron acceptors, enabling simultaneous treatment of nitrogen, CO<sub>2</sub> and organic carbon in the cathode compartment. In this work, development of a novel cathodic process with in situ nitritation via microalgal photosynthesis during the light period is reported for achieving shortcut nitrogen removal (SNR) from ammonium-rich wastewater. Moreover, a tubular low-cost ceramic membrane was used to separate and recycle the microalgal-bacterial biomass to the cathode compartment during the continuous operation. The influence of NH<sub>4</sub><sup>+</sup> concentration and ratio of chemical oxygen demand to total nitrogen on the MPMFC performance was examined. Denitritation under dark and anoxic conditions occurred due to denitrifying bacteria (DNB) subsequent to nitritation under light and aerobic conditions by ammonia-oxidizing bacteria (AOB) in the consortia. Final concentrations of NH<sub>4</sub><sup>+</sup> and NO<sub>2</sub><sup>-</sup> in the effluent of 0.10 mg NH<sub>4</sub><sup>+</sup>-L<sup>-1</sup> and 0.02 mg NO<sub>2</sub><sup>-</sup>-L<sup>-1</sup>, respectively, were obtained using MPMFC which resulted in a nitrogen removal efficiency of 99 ± 0.5%. The maximum electricity production achieved using the MPMFC was 56 ± 0.1 mA. This study demonstrated that combining microalgal photosynthesis, nitritation and denitritation in the cathode compartment of MPMFC is advantageous for avoiding the cost due to external aeration and organic carbon source necessary for ammonium removal as well as utilization of NO<sub>2</sub><sup>-</sup> or NO<sub>3</sub><sup>-</sup> as an electron acceptor.",Journal of environmental management,2022,None,10.1016/j.jenvman.2021.113871,1,Undefined,Wastewater sludge,Electricity,,Undefined
20854983,Potent antilisterial cell-free supernatants produced by complex red-smear cheese microbial consortia.,"The microbial surface ripening consortia of 49 soft cheeses were investigated with respect to their inhibition of Listeria monocytogenes. When L. monocytogenes EGDe (serovar 1/2a) was cultivated in cell-free supernatants obtained from consortia grown for 8 h in liquid medium, a strong bactericidal activity was observed in several cases. The cell-free supernatants of 2 of these consortia (I and II) reduced an initial L. monocytogenes inoculum of 5 × 10(7) cfu/mL to zero after 24 h of incubation. No inhibitory substances could be washed off the complex consortia when incubated for a 10-min period. A taxonomical analysis of the antilisterial consortia I and II using Fourier transform infrared spectroscopy yielded a considerable species diversity, with lactic acid bacteria increasing strongly during the 8-h cultivation. Therefore, 23 lactic acid bacteria bacteriocin genes were assayed using specific PCR primers, identifying 3 bacteriocin genes in both microbial communities. However, no transcription of these genes was found on cheese surfaces or in consortia propagated in liquid culture. Individual lactic acid bacteria isolates of consortia I and II displayed no or only weak inhibition of L. monocytogenes on solid medium. The complex cell-free supernatants I and II, in contrast, exhibited an unusually broad inhibitory spectrum, killing L. monocytogenes ssp., Bacillus spp., Staphylococcus aureus, as well as gram-negative bacteria such as Escherichia coli DH5α and Salmonella enterica serovar Typhimurium. Inhibition could not be abolished by heating to 100°C or by proteinase K treatment. Initial purification of an inhibitory substance from consortium I by solid-phase extraction and HPLC indicates the presence of rather small, extremely stable compounds, which, most probably, are not bacteriocins.",Journal of dairy science,2010,None,10.3168/jds.2010-3244,1,Undefined,Glycerol,Antilisterial compounds,,Undefined
27501033,Optimization of biohydrogen yield produced by bacterial consortia using residual glycerin from biodiesel production.,"The aims of this study were to simplify the fermentation medium and to optimize the conditions of dark fermentation of residual glycerin to produce biohydrogen. It was possible to remove all micronutrients of fermentation medium and improve biohydrogen production by applying residual glycerin as feedstock. After statistical analysis of the following parameters pH, glycerin concentration and volatile suspended solids, the values of 5.5; 0.5g.L(-1) and 8.7g.L(-1), respectively, were defined as optimum condition for this process. It generated 2.44molH2/molglycerin, an expressive result when compared to previous results reported in literature and considering that theoretical yield of H2 from glycerol in dark fermentation process is 3molH2/molglycerol. This study allowed the improvement of yield and productivity by 68% and 67%, respectively.",Bioresource technology,2016,None,10.1016/j.biortech.2016.07.141,1,Undefined,Glycerin,Hydrogen,,Undefined
21670980,"Dynamics of bacterial communities during solid-state fermentation using agro-industrial wastes to produce poly-γ-glutamic acid, revealed by real-time PCR and denaturing gradient gel electrophoresis (DGGE).","The dynamics of bacterial communities play an important role in solid-state fermentation (SSF). Poly-γ-glutamic acid (γ-PGA) was produced by Bacillus amyloliquefaciens C1 in SSF using dairy manure compost and monosodium glutamate production residuals as basic substrates. The production of γ-PGA reached a maximum of 0.6% after 20 days fermentation. Real-time polymerase chain reaction showed the amount of total bacteria reached 3.95 × 10(9) 16S rDNA copies/g sample after 30 days, which was in good accordance with the 4.80 × 10(9) CFU/g obtained by plate counting. Denaturing gradient gel electrophoresis profile showed a reduction of microbial diversity during fermentation, while the inoculum, B. amyloliquefaciens C1, was detected as the dominant organism through the whole process. In the mesophilic phase of SSF, Proteobacteria was the dominant microbial, which was replaced by Firmicutes and Actinobacteria in the thermophilic phase. The molecular analysis of the bacterial diversity has significant potential for instructing the maturing process of SSF to produce γ-PGA at a large-scale level, which could be a benefit in the production of high quality and stable SSF products.",Applied microbiology and biotechnology,2011,None,10.1007/s00253-011-3375-3,1,Undefined,Manure compost,Glutamic acid,,Undefined
25904907,Biosurfactant production from marine hydrocarbon-degrading consortia and pure bacterial strains using crude oil as carbon source.,"Biosurfactants (BSs) are ""green"" amphiphilic molecules produced by microorganisms during biodegradation, increasing the bioavailability of organic pollutants. In this work, the BS production yield of marine hydrocarbon degraders isolated from Elefsina bay in Eastern Mediterranean Sea has been investigated. The drop collapse test was used as a preliminary screening test to confirm BS producing strains or mixed consortia. The community structure of the best consortia based on the drop collapse test was determined by 16S-rDNA pyrotag screening. Subsequently, the effect of incubation time, temperature, substrate and supplementation with inorganic nutrients, on BS production, was examined. Two types of BS - lipid mixtures were extracted from the culture broth; the low molecular weight BS Rhamnolipids and Sophorolipids. Crude extracts were purified by silica gel column chromatography and then identified by thin layer chromatography and Fourier transform infrared spectroscopy. Results indicate that BS production yield remains constant and low while it is independent of the total culture biomass, carbon source, and temperature. A constant BS concentration in a culture broth with continuous degradation of crude oil (CO) implies that the BS producing microbes generate no more than the required amount of BSs that enables biodegradation of the CO. Isolated pure strains were found to have higher specific production yields than the complex microbial marine community-consortia. The heavy oil fraction of CO has emerged as a promising substrate for BS production (by marine BS producers) with fewer impurities in the final product. Furthermore, a particular strain isolated from sediments, Paracoccus marcusii, may be an optimal choice for bioremediation purposes as its biomass remains trapped in the hydrocarbon phase, not suffering from potential dilution effects by sea currents.",Frontiers in microbiology,2015,4387541,10.3389/fmicb.2015.00274,1,Undefined,Crude oil,Biosurfactants,,Undefined
24562979,Biohydrogen production through dark fermentation by a microbial consortium using whey permeate as substrate.,"Nowadays, hydrogen produced globally has been synthesized from fossil fuel with limited source. Therefore, research has been developed in order to explore biological H2 production by dark fermentation. The purpose of this work was to evaluate the effect of initial pH and ferrous sulfate and ammonium sulfate concentrations on the production of biohydrogen by dark fermentation. The process was carried out in batch mode under anaerobic conditions, in the absence of light, and at standard room temperature and pressure. A microbial consortium provided by the effluent treatment plant of a local dairy company was inoculated into a synthetic medium supplemented with cheese whey permeate (20 g/L of lactose) as a carbon source. The influence of three variables was analyzed by a central composite design 2((3)), and the optimum results of hydrogen yield (4.13 mol H2/mol lactose) and productivity (86.31 mmol H2/L/day) were achieved at initial pH 7.0 and FeSO4 and (NH4)2SO4 concentrations of 0.6 and 1.5 g/L, respectively. Under these conditions, the kinetic parameters of fermentation were investigated by analyzing the profile of H2 yield and productivity, metabolite concentrations, pH, and concentration of dissolved iron. In the kinetic analysis, the modified Gompertz equation described adequately the fermentative hydrogen production from cheese whey permeate (R (2) = 0.98). The profile of ethanol and volatile organic acids showed that lactic acid and butyric acid were the main metabolites produced, and the sum of both by-products corresponded to about 58 % of the total metabolites.",Applied biochemistry and biotechnology,2014,None,10.1007/s12010-014-0778-5,1,Undefined,Food waste,Hydrogen,,Undefined
24829563,Conversion of crude oil to methane by a microbial consortium enriched from oil reservoir production waters.,"The methanogenic biodegradation of crude oil is an important process occurring in petroleum reservoirs and other oil-containing environments such as contaminated aquifers. In this process, syntrophic bacteria degrade hydrocarbon substrates to products such as acetate, and/or H2 and CO2 that are then used by methanogens to produce methane in a thermodynamically dependent manner. We enriched a methanogenic crude oil-degrading consortium from production waters sampled from a low temperature heavy oil reservoir. Alkylsuccinates indicative of fumarate addition to C5 and C6 n-alkanes were identified in the culture (above levels found in controls), corresponding to the detection of an alkyl succinate synthase encoding gene (assA/masA) in the culture. In addition, the enrichment culture was tested for its ability to produce methane from residual oil in a sandstone-packed column system simulating a mature field. Methane production rates of up to 5.8 μmol CH4/g of oil/day were measured in the column system. Amounts of produced methane were in relatively good agreement with hydrocarbon loss showing depletion of more than 50% of saturate and aromatic hydrocarbons. Microbial community analysis revealed that the enrichment culture was dominated by members of the genus Smithella, Methanosaeta, and Methanoculleus. However, a shift in microbial community occurred following incubation of the enrichment in the sandstone columns. Here, Methanobacterium sp. were most abundant, as were bacterial members of the genus Pseudomonas and other known biofilm forming organisms. Our findings show that microorganisms enriched from petroleum reservoir waters can bioconvert crude oil components to methane both planktonically and in sandstone-packed columns as test systems. Further, the results suggest that different organisms may contribute to oil biodegradation within different phases (e.g., planktonic vs. sessile) within a subsurface crude oil reservoir.",Frontiers in microbiology,2014,4017130,10.3389/fmicb.2014.00197,1,Undefined,Crude oil,Methane,,Undefined
27061261,Acclimatization of microbial consortia to alkaline conditions and enhanced electricity generation.,"Air-cathode microbial fuel cells (MFCs), obtained by inoculating with an aerobic activated sludge, were activated over a one month period, at pH 10.0, to obtain alkaline MFCs. The alkaline MFCs produced stable power of 118mWm(-2) and a maximum power density of 213mWm(-2) at pH 10.0, using glucose as substrate. The performance of the MFCs was enhanced to produce a stable power of 140mWm(-2) and a maximum power density of 235mWm(-2) by increasing pH to 11.0. This is the highest pH for stably operating MFCs reported in the literature. Power production was found to be suppressed at higher pH (12.0) and lower pH (9.0). Microbial analysis indicated that Firmicutes phylum was largely enriched in the anodic biofilms (88%), within which Eremococcus genus was the dominant group (47%). It is the first time that Eremococcus genus was described in bio-electrochemical systems.",Bioresource technology,2016,None,10.1016/j.biortech.2016.03.115,1,Undefined,Glucose,Electricity,,Undefined
22352455,Enhanced electricity production by use of reconstituted artificial consortia of estuarine bacteria grown as biofilms.,"Microbial fuel cells (MFCs) can convert organic compounds directly into electricity by catalytic oxidation, and although MFCs have attracted considerable interest, there is little information on the electricity-generating potential of artificial bacterial biofilms. We have used acetate-fed MFCs inoculated with sediment, with two-chamber bottles and carbon cloth electrodes to deliver a maximum power output of ~175 mW · m(-2) and a stable power output of ~105 mW · m(-2). Power production was by direct transfer of electrons to the anode from bacterial consortia growing on the anode, as confirmed by cyclic voltammetry (CV) and scanning electron microscopy (SEM). Twenty different species (74 strains) of bacteria were isolated from the consortium under anaerobic conditions and cultured in the laboratory, of which 34% were found to be exoelectrogens in single-species studies. Exoelectrogenesis by members of the genera Vibrio , Enterobacter , and Citrobacter and by Bacillus stratosphericus was confirmed, by use of culture-based methods, for the first time. An MFC with a natural bacterial consortium showed higher power densities than those obtained with single strains. In addition, the maximum power output could be further increased to ~200 mW · m(-2) when an artificial consortium consisting of the best 25 exoelectrogenic isolates was used, demonstrating the potential for increased performance and underlying the importance of artificial biofilms for increasing power output.",Environmental science & technology,2012,None,10.1021/es2020007,1,Undefined,Acetate,Electricity,,Undefined
26825820,Microbial communities from 20 different hydrogen-producing reactors studied by 454 pyrosequencing.,"To provide new insight into the dark fermentation process, a multi-lateral study was performed to study the microbiology of 20 different lab-scale bioreactors operated in four different countries (Brazil, Chile, Mexico, and Uruguay). Samples (29) were collected from bioreactors with different configurations, operation conditions, and performances. The microbial communities were analyzed using 16S rRNA genes 454 pyrosequencing. The results showed notably uneven communities with a high predominance of a particular genus. The phylum Firmicutes predominated in most of the samples, but the phyla Thermotogae or Proteobacteria dominated in a few samples. Genera from three physiological groups were detected: high-yield hydrogen producers (Clostridium, Kosmotoga, Enterobacter), fermenters with low-hydrogen yield (mostly from Veillonelaceae), and competitors (Lactobacillus). Inocula, reactor configurations, and substrates influence the microbial communities. This is the first joint effort that evaluates hydrogen-producing reactors and operational conditions from different countries and contributes to understand the dark fermentation process.",Applied microbiology and biotechnology,2016,None,10.1007/s00253-016-7325-y,1,Undefined,Organic waste,Hydrogen,,Undefined
29416558,Organic acid production from potato starch waste fermentation by rumen microbial communities from Dutch and Thai dairy cows.,Exploring different microbial sources for biotechnological production of organic acids is important. Dutch and Thai cow rumen samples were used as inocula to produce organic acid from starch waste in anaerobic reactors. Organic acid production profiles were determined and microbial communities were compared using 16S ribosomal ribonucleic acid gene amplicon pyrosequencing.,Biotechnology for biofuels,2018,5784674,10.1186/s13068-018-1012-4,1,Undefined,Food waste,Organic acids,,Undefined
35963486,Upgrading volatile fatty acids production from anaerobic co-fermentation of orange peel waste and sewage sludge: Critical roles of limonene on functional consortia and microbial metabolic traits.,"Orange peel waste (OPW) and sewage sludge (SS) valorization for volatile fatty acids (VFAs) production from anaerobic co-fermentation are attractive and feasible. The highest VFAs reached 11996.3 mg COD/L within 10 d at the mass ratio (TS/TS) of 1:1, which was approximately 30-fold of that in sole SS fermentation. The OPW provided plenty of organic substrates and facilitated the fermentation processes by disintegrating SS structure and inhibiting methanogenesis due to the abundant limonene. Also, the OPW feeds reshaped the microbial community and enriched fermentative bacteria, especially those saccharolytic ones (i.e. Prevotella-7). The key genes involved in membrane transport (i.e. ptsG), glycolysis (i.e. pgk), pyruvate metabolism (i.e. ace), and fatty acid biosynthesis (i.e. accA), which are associated with VFAs biosynthesis, were up-regulated in OPW/SS reactors. Overall, it was the increase in bioavailable organic matter and functional microorganisms, and the simultaneous enhancement of metabolic activity that improved the efficient VFAs production.",Bioresource technology,2022,None,10.1016/j.biortech.2022.127773,1,Undefined,"Food waste, Wastewater sludge",VFA,,Undefined
25522852,"Extracellular compounds produced by bacterial consortium promoting elements mobilization from polymetallic Kupferschiefer black shale (Fore-Sudetic Monocline, Poland).","Culture experiments employing Fe-deficient medium showed that a consortium of indigenous microorganisms isolated from Kupferschiefer black shale produced a mixture of extracellular compounds containing siderophores which could form complexes with a wide range of elements and were able to mediate element mobilization from polymetallic black shale. The mobilization of a diverse array of elements including a number of essential trace elements (Co, Cu, Mn, Mo, Zn) and toxic species (As) was shown. Since the bacteria used in this study were originally obtained from a subsurface copper deposit, these results highlight the potential importance of extracellular compounds in biogeochemical cycles of elements in underground environment and their ecological significance in promoting the uptake of essential trace metals and resistance to toxic elements.",Chemosphere,2015,None,10.1016/j.chemosphere.2014.11.073,1,Undefined,"Glucose, Amino acids",Siderophores,,Undefined
35970360,"Improved biohydrogen production via graphene oxide supported granular system based on algal hydrolyzate, secondary sewage sludge and bacterial consortia.","Biohydrogen production using renewable sources has been regarded as one of the most sustainable ways to develop low-cost and green production technology. In order to achieve this objective, herein biohydrogen production has been conducted using the combination of untreated secondary sewage sludge (Sss), algal biomass hydrolyzate (Abh), graphene oxide (GO) and bacterial consortia that forms a granular system. Thus, naturally formed granular system produced cumulative H<sub>2</sub> of 1520 mL/L in 168 h with the maximum production rate of 13.4 mL/L/h in 96 h at initial pH 7.0, and optimum temperature of 37 °C. It is noticed that the combination of Abh, Sss and GO governed medium showed 42.05 % higher cumulative H<sub>2</sub> production along with 22.71 % higher production rate as compared to Abh and Sss based H<sub>2</sub> production medium. The strategy presented herein may find potential applications for the low-cost biohydrogen production using waste biomasses including Sss and Abh.",Journal of biotechnology,2022,None,10.1016/j.jbiotec.2022.08.008,1,Undefined,Wastewater sludge,Hydrogen,,Undefined
33386498,"Production of 1,3-propanediol and lactic acid from crude glycerol by a microbial consortium from intertidal sludge.","To select a microbial consortium from intertidal sludge and evaluate its ability to convert crude glycerol from biodisel to high value-added products such as 1,3-propanediol (1,3-PDO) and lactic acid (LA).",Biotechnology letters,2021,None,10.1007/s10529-020-03063-0,1,Undefined,Glycerol,"1,3-Propanediol, Lactic acid",,Undefined
36493824,Using heat-activated persulfate to accelerate short-chain fatty acids production from waste activated sludge fermentation triggered by sulfate-reducing microbial consortium.,"Persulfate has been applied extensively for waste activated sludge (WAS) decomposition due to the strong oxidizing sulfate radical generated as a product. However, the efficiency is not improved without activation to produce free radicals. In this study, a novel coupling strategy of heat-activated persulfate (Heat_PS) pretreatment and sulfate-reducing bacteria (SRB) triggering was explored to enhance short-chain fatty acids (SCFAs) produced by WAS fermentation. The remaining sulfate acts as an essential acceptor of electrons for the metabolism of synergistic SRB, thereby boosting WAS acidification by energetic cooperation with anaerobic fermenters. The results showed that SCFAs yield in the Heat_PS + SRB group peaked at 431.89 mg COD/gVSS, with the proportion of acetate reaching 57.8 %. This was 6.33 and 1.75 times higher than that in raw and single Heat_PS treated WAS, respectively. Carbon balance revealed a conversion rate of 26.1 % of carbon content in WAS to SCFAs, with 4.5 % lower CO<sub>2</sub> equivalents emitted than that in raw WAS fermentation by the assessments of environmental impacts. This was partially attributed to the strong decomposition of WAS by SO<sub>4</sub><sup>•-</sup> and <sup>•</sup>OH oxidation from heat-activated PS and the SRB trigger. In addition, the synergistic relationship among acidogenic/fermentative bacteria and SRB consortia was further verified by the positive correlation among Desulfovibrio, the hydrolytic Escherichia-Shigella, Morganella and the fermetative Macellibacteroides and Bacteroides, as revealed by molecular ecological networks (MENs) analysis. The results of this study may highlight the cooperation of the synergistic micribial consortia as an additional perspective for the recovery of value-added biological metabolites from complex biotransformation.",The Science of the total environment,2022,None,10.1016/j.scitotenv.2022.160795,1,Undefined,Activated sludge,SCFA,,Undefined
34304345,An aptly industrialized bioprocess for lactic acid production from corn stover using thermotolerant microbial consortia.,"Chemical pretreatment of lignocellulosic biomass is a critical step in the conversion of lignocellulose to biofuels and biochemical. The main drawback of this pretreatment process is the formation of inhibitors which exhibit combined toxicity to microorganisms and result to low product concentrations and yields. In this study, the selection of microbial consortia by enrichment on hydrolysate of H<sub>2</sub>SO<sub>4</sub>-pretreated corn stover (pre-CS) without detoxification has been investigated as an efficient way to develop new strategies for lignocellulose utilization. The analysis of cattle stomach-dervied microbial consortia domesticated to degrade hydrolysate of pre-CS to produce lactic acid (LA) at different temperatures was investigated. Bacterial 16S rRNA gene amplicon sequencing analyses indicated that the three microbial consortia were taxonomically distinct and Enterococcus became dominant at high temperature. The highest glucose consumption rate was observed at 45 °C, while the three microbial consortia showed similar consumption rates of xylose and arabinose. The selected microbial consortia DUT37, DUT45 and DUT47 showed preferable resistances to inhibitors in hydrolysate of pre-CS and abilities of xylose utilization. A batch simultaneous saccharification and fermentation (SSF) process was developed by microbial consortium DUT47 at 47 °C to produce LA from pre-CS under non-detoxified and non-sterile conditions. The LA concentration and yield were 43.73 g/L and 0.50 g/g-corn stover (CS), respectively. Microbial consortium DUT47 has been shown to be suitable for LA production from H<sub>2</sub>SO<sub>4</sub>-pretreated corn stover without detoxification due to its thermophilic growth characteristics, robust tolerance of inhibitors, and the simultaneous utilization of glucose and xylose.",Bioprocess and biosystems engineering,2021,None,10.1007/s00449-021-02616-5,1,Undefined,Lignocellulose,Lactic acid,,Undefined
33941424,Biodegradation of creosote-treated wood by two novel constructed microbial consortia for the enhancement of methane production,"Lignocellulose biodegradation is limited because of its recalcitrant structure particularly when polluted by toxic and carcinogenic compounds such as creosote oil (CRO). As far as we know, this might be the first report that explores the biodegradation of creosote treated wood (CTW) to serve biomethane production. Two novel CTW-degrading microbial consortia, designated as CTW-1 and CTW-2, were screened and constructed to enhance methane production from CRO-treated pine sawdust. After 12 days of biological pretreatment by CTW-1 and CTW-2, a significant reduction in lignocellulosic content of CTW was recorded; estimated as 49 and 43%, respectively. More than 64 and 91% of cumulative biogas and methane yields were obtained from biodegraded CTW over control. Ecotoxicity of treated and untreated CTW was compared by Microtox test. The biodegraded CTW hydrolysates showed a toxicity decrease of more than 80%, suggesting the promising role of constructed microbial consortia for biofuel production and bioremediation.",Bioresource technology,2021,None,10.1016/j.biortech.2021.125247,1,Undefined,Lignocellulose,Methane,,Undefined
33271363,Effective pretreatment of lignocellulosic co-substrates using barley straw-adapted microbial consortia to enhanced biomethanation by anaerobic digestion.,"Microbial pretreatments have been identified as a compatible and sustainable process with anaerobic digestion compared to energy-intensive physicochemical pretreatments. In this study, barley straw and hay co-substrate was pretreated with a microaerobic barley straw-adapted microbial (BSAM) consortium prior to anaerobic digestion. The improved digestibility was investigated through 16S rRNA gene sequencing, microbial counts and C:N ratios. BSAM pretreatment resulted in 15.2 L kg<sup>-1</sup> TS of methane yield after 35 days, almost 40 times more than the control. The methane content in total biogas produced were 58% (v/v) and 10% (v/v) in BSAM and control, respectively. This research demonstrated that BSAM-based pretreatment significantly increased the digestibility and surface area of the lignocellulosic material and considerably enhanced biomethanation. This study generates new potential bio-research opportunities in the emerging field of lignocellulosic anaerobic digestion-biorefineries.",Bioresource technology,2021,None,10.1016/j.biortech.2020.124437,1,Undefined,Lignocellulose,Methane,,Undefined
32927315,Biosynthesized iron sulfide nanoparticles by mixed consortia for enhanced extracellular electron transfer in a microbial fuel cell.,"The bioanode of mixed consortia was for the first time used to in-situ synthesize iron sulfide nanoparticles in a microbial fuel cell (MFC) over a long-term period (46 days). These poorly crystalline nanoparticles with an average size of 29.97 ± 7.1 nm, comprising of FeS and FeS<sub>2</sub>, significantly promoted extracellular electron transfer and thus the electricity generation of the MFC. A maximum power density of 519.00 mW/m<sup>2</sup> was obtained from the MFC, which was 1.92 times as high as that of the control. The cell viability was promoted by a small amount of iron sulfide nanoparticles but inhibited by the thick nanoparticle ""shell"" covered on the bacterial cells. Some electroactive and sulfur reducing bacteria (eg. Enterobacteriaceae, Desulfovibrio, and Geobacter) were specifically enriched on the anode. This study provides a novel insight for improving the performance of bioelectrochemical systems through in-situ sustainable nanomaterials biofabrication by mixed consortia.",Bioresource technology,2020,None,10.1016/j.biortech.2020.124095,1,Undefined,Glucose,Electricity,,Undefined
30834245,"Bioconversion of Raw Glycerol From Waste Cooking-Oil-Based Biodiesel Production to 1,3-Propanediol and Lactate by a Microbial Consortium.","Waste cooking oil (WCO) is a sustainable alternative to raw vegetable oils and fats for biodiesel production considering both environmental and economic benefits. Raw glycerol from WCO-based biodiesel production (GWCO) is difficult to utilize via biological method, as multiple toxic impurities have inhibitory effects on microbial growth especially for pure cultures. In this work, four microbial consortia were selected from activated sludge by 30 serial transfers under different conditions. The obtained consortia exhibited lower diversity and species difference with the transfers. The consortium LS30 exhibited unique advantages for bioconversion of GWCO to 1,3-propanediol (1,3-PDO) and lactate (LA). Moreover, the fermentation could be performed economically under microaerobic and non-sterile conditions. The consortium consisted of 57.97% <i>Enterobacter</i> and 39.25% <i>Escherichia</i> could effectively convert 60 g/L GWCO to 1,3-PDO and LA in batch fermentation. In addition, this consortium exhibited better tolerance to fatty acid-derived crude glycerol (100 g/L), which demonstrated that specific toxic impurities in GWCO did pose a great challenge to microbial growth and metabolism. In fed batch fermentation, 27.77 g/L 1,3-PDO and 14.68 g/L LA were achieved. Compared with the consortium, a long lag phase in cell growth associated with a decreased glycerol consumption was observed in four single-strain fermentations. Furthermore, neither the consortium DL38 with excellent glycerol tolerance nor consortium C2-2M with high yield of 1,3-PDO could effectively transform GWCO into valuable products. The results demonstrated that the selected microbial consortium has the advanced adaptability to the toxic impurities in GWCO compared with other reported consortia and isolated single strain. This process can contribute to added-value use of GWCO.",Frontiers in bioengineering and biotechnology,2019,6387908,10.3389/fbioe.2019.00014,1,Undefined,Glycerol,"1,3-Propanediol, Lactate",,Undefined
17969638,Production and application of a novel bioflocculant by multiple-microorganism consortia using brewery wastewater as carbon source.,"The flocculating activity of a novel bioflocculant MMF1 produced by multiple-microorganism consortia MM1 was investigated. MM1 was composed of strain BAFRT4 identified as Staphylococcus sp. and strain CYGS1 identified as Pseudomonas sp. The flocculating activity of MMF1 isolated from the screening medium was 82.9%, which is remarkably higher than that of the bioflocculant produced by either of the strains under the same condition. Brewery wastewater was also used as the carbon source for MM1, and the cost-effective production medium for MM1 mainly comprised 1.0 L brewery water (chemical oxygen demand (COD) 5000 mg/L), 0.5 g/L urea, 0.5 g/L yeast extract, and 0.2 g/L (NH4)2SO4. The optimal conditions for the production of MMF1 was inoculum size 2%, initial pH 6.0, cultivating temperature 30 degrees C, and shaking speed 160 r/min, under which the flocculating activity of the MMF1 reached 96.8%. Fifteen grams of purified bioflocculant could be recovered from 1.0 L of fermentation broth. MMF1 was identified as a macromolecular substance containing both protein and polysaccharide. It showed good flocculating performance in treating indigotin printing and dyeing wastewater, and the maximal removal efficiencies of COD and chroma were 79.2% and 86.5%, respectively.",Journal of environmental sciences (China),2007,None,10.1016/s1001-0742(07)60112-0,1,Undefined,Wastewater sludge,Bioflocculant,,Undefined
25648981,Cellulosic ethanol production by natural bacterial consortia is enhanced by Pseudoxanthomonas taiwanensis.,"Natural bacterial consortia are considered a promising solution for one-step production of ethanol from lignocellulose because of their adaptation to a wide range of natural lignocellulosic substrates and their capacity for efficient cellulose degradation. However, their low ethanol conversion efficiency has greatly limited the development and application of natural bacterial consortia.",Biotechnology for biofuels,2015,4308921,10.1186/s13068-014-0186-7,1,Undefined,Lignocellulose,Ethanol,Pseudoxanthomonas taiwanensis,"Xanthomonadaceae, Undefined"
17910366,Hydrogen production by anaerobic microbial communities exposed to repeated heat treatments.,"Biological hydrogen production by anaerobic mixed communities was studied in laboratory-scale bioreactors using sucrose as the substrate. A bioreactor in which a fraction of the return sludge was exposed to repeated heat treatments performed better than a control bioreactor without repeated heat treatment of return sludge and produced a yield of 2.15 moles of hydrogen per mole of sucrose, with 50% hydrogen in the biogas. Terminal restriction fragment length polymorphism analysis showed that two different Clostridium groups (comprised of one or more species) were dominant during hydrogen production. The relative abundance of two other non-Clostridium groups increased during periods of decreased hydrogen production. The first group consisted of Bifidobacterium thermophilum, and the second group included one or more of Bacillus, Melissococcus, Spirochaeta, and Spiroplasma spp.",Water environment research : a research publication of the Water Environment Federation,2007,None,10.2175/106143007x175762,1,Undefined,Sucrose,Hydrogen,,Undefined
28390276,Photosynthetic hydrogen production by alginate immobilized bacterial consortium.,"Photosynthetic hydrogen production from organic wastewaters using immobilized mixed culture with photosynthetic bacteria (PSB) was studied. A PSB consortium was immobilized by alginate matrix to form granules. The so-yielded granules exhibited minimal diffusional resistances to substrates and to illumination penetration but still produced more hydrogen from synthetic wastewater than the free cells at identical experimental conditions. Optimal granule size, cell loadings, and cell ages for granules and the minimum substrate concentration and maximum illumination intensity requited to maximize hydrogen production were studied. The applied alginate matrix can provide shield to embedded cells from external challenges, likely the produced proton gradients from the surroundings.",Bioresource technology,2017,None,10.1016/j.biortech.2017.03.171,1,Undefined,"Wastewater sludge, Light",Hydrogen,,Undefined
30060435,Kinetics and microbial community analysis for hydrogen production using raw grass inoculated with different pretreated mixed culture.,"In this study, five pretreatment methods (heat shock, acid, base, aeration and gamma radiation) were applied for enriching hydrogen producers from anaerobically digested sludge, aiming to compare their hydrogen fermentation performance using raw ryegrass as substrate. Results showed that various pretreatment methods caused great variations on grass hydrogen fermentation performance. Acid pretreatment was most efficient compared with other tested pretreatment methods, with relevant hydrogen yield of 64.4mL/g dry grass and organics removal of 31.4%. Kinetics results showed that the first-order kinetic model fitted hydrogen evolution better than the modified Gompertz model. Microbiological analysis showed that various pretreatment methods caused great variations on microbial activity and microbial community composition. Clostridium and Enterococcus were two dominant genera, while relative abundances of these two genera varied greatly for different pretreated samples. Difference in microbial activity and microbial community distribution induced by the pretreatment methods might directly cause different ryegrass fermentation performance.",Bioresource technology,2018,None,10.1016/j.biortech.2017.09.041,1,Undefined,Wastewater sludge,Hydrogen,,Undefined
