,Unnamed: 0,PM_ID,Title,Abstract,Journal,Year,PMC_ID,DOI,Classification,GPT-3 verdict
50,1571,30884638,Dynamics of biogenic amines and bacterial communities in a Thai fermented pork product Nham.,"A traditional Thai fermented pork, nham, is a product popularly consumed in Thailand. Fermentation of the protein-rich product by uncontrolled bacterial community can result in high amounts of hazardous biogenic amines (BA). This study aimed to unveil dynamics of microbial community and its relation to BA accumulation in nham. Three batches of nham were analyzed for pH, lactic acid bacteria population, concentrations of organic acids and BA. Bacterial communities were analyzed by pyrosequencing of 16S rRNA gene amplicons. In all batches, pH dropped to the quality standard of nham (≤4.6) within 3-5 days by production of lactic acid and acetic acid. Initial BA levels varied batch-by-batch and increased with fermentation time. In the highest quality batch, levels of histamine, tyramine, and total BA were within the recommended safety limits (200, 100 and 1000 mg/kg, respectively) throughout the 10-days study. However, in other batches, unsafe levels of tyramine and total BA were found after 5 days of fermentation. The results indicated that over-fermentation and inferior conditions of ingredients increased risk due to high levels of BA. Lactobacillus, Lactococcus, Pediococcus and Weissella were prevalent and comprised >90% of total bacteria during fermentation. Weissella was predominant in the batch with low BA while Lactobacillus and Pediococcus were predominant in the higher BA batches. A negative correlation between Weissella dominance and total BA was observed (r = -0.90, p = .003). A 10% increase in dominance of Weissella was associated with 75-170 mg/kg decrease in total BA. W. hellenica was the species prevalent only in low BA batch. Therefore, W. hellenica isolates were suggested as subjects for future study to develop efficient starter culture securing safety of nham.","Food research international (Ottawa, Ont.)",2019,None,10.1016/j.foodres.2019.01.060,1,"The article does not mention the use of a synthetic community or co-culture in product production. Therefore, it is not possible to determine if the scientific article concerns product production using a synthetic community or co-culture."
51,1574,11693936,Changes in product formation and bacterial community by dilution rate on carbohydrate fermentation by methanogenic microflora in continuous flow stirred tank reactor.,"Changes in product formation during carbohydrate fermentation by anaerobic microflora in a continuous flow stirred tank reactor were investigated with respect to the dilution rate in the reactor. In the fermentation by methanogenic microflora, stable methane fermentation, producing methane and carbon dioxide, was observed at relatively low dilution rates (less than 0.33 d(-1) on glucose and 0.20 d(-1) on cellulose). Decomposition of cellulose in the medium was a rate-limiting step in the reaction, because glucose was easily consumed at all applied dilution rates (0.07-4.81 d(-1)). Intermediate metabolites of methane fermentation, such as lactate, ethanol, acetate, butyrate, formate, hydrogen, and carbon dioxide, were accumulated as dilution rate increased. Maximum yield of hydrogen was obtained at 4.81 d(-1) of dilution rate (0.1 mol/mol glucose on glucose or 0.7 mol/mol hexose on cellulose). Lactate was the major product on glucose (1.2 mol/mol glucose), whereas ethanol was predominant on cellulose (0.7 mol/mol hexose). An analysis by denaturing gradient gel electrophoresis (DGGE) of PCR-amplified bacterial 16S rDNA of the microflora indicated that changes in the microbial community took place at various dilution rates, and these changes appeared to correspond to the changes in product distributions. Sequence analyses of the DGGE fragments revealed the probable major population of the microflora. A band closely related to the microorganisms of thermophilic anaerobic bacteria was detected with strong intensity on both glucose and cellulose. Differences in the production yield of hydrogen could have been caused by different populations of microorganisms in each microflora. In the case of cellulose, increasing the dilution rate brought about an accumulation of microorganisms related to Clostridia species that have cellulolytic activity, this being in accordance with the notion of cellulose decomposition being the rate-limiting reaction.",Applied microbiology and biotechnology,2001,None,10.1007/s002530100760,1,"The article does not specifically mention whether the community used is synthetic or not, but it seems likely that it is not synthetic, as the changes in product formation and microbial community are likely to be due to the different composition of the community."
52,1597,21216592,Performance and microbial community analysis of two-stage process with extreme thermophilic hydrogen and thermophilic methane production from hydrolysate in UASB reactors.,"The two-stage process for extreme thermophilic hydrogen and thermophilic methane production from wheat straw hydrolysate was investigated in up-flow anaerobic sludge bed (UASB) reactors. Specific hydrogen and methane yields of 89 ml-H(2)/g-VS (190 ml-H(2)/g-sugars) and 307 ml-CH(4)/g-VS, respectively were achieved simultaneously with the overall VS removal efficiency of 81% by operating with total hydraulic retention time (HRT) of 4 days . The energy conversion efficiency was dramatically increased from only 7.5% in the hydrogen stage to 87.5% of the potential energy from hydrolysate, corresponding to total energy of 13.4 kJ/g-VS. Dominant hydrogen-producing bacteria in the H(2)-UASB reactor were Thermoanaerobacter wiegelii, Caldanaerobacter subteraneus, and Caloramator fervidus. Meanwhile, the CH(4)-UASB reactor was dominated with methanogens of Methanosarcina mazei and Methanothermobacter defluvii. The results from this study suggest the two stage anaerobic process can be effectively used for energy recovery and for stabilization of hydrolysate at anaerobic conditions.",Bioresource technology,2011,None,10.1016/j.biortech.2010.12.009,1,"The article does not mention anything about using a synthetic community or co-culture. It is possible that the process was performed using a natural community, but this cannot be confirmed without further information."
53,1602,22864434,Effects of heat treatment on microbial communities of granular sludge for biological hydrogen production.,"Dark fermentation shares many features with anaerobic digestion with the exception that to maximize hydrogen production, methanogens and hydrogen-consuming bacteria should be inhibited. Heat treatment is widely applied as an inoculum pre-treatment due to its effectiveness in inhibiting methanogenic microflora but it may not exclusively select for hydrogen-producing bacteria. This work evaluated the effects of heat treatment on microbial viability and structure of anaerobic granular sludge. Heat treatment was carried out on granular sludge at 100 °C with four residence times (0.5, 1, 2 and 4 h). Hydrogen production of treated sludges was studied from glucose by means of batch test at different pH values. Results indicated that each heat treatment strongly influenced the granular sludge resulting in microbial communities having different hydrogen productions. The highest hydrogen yields (2.14 moles of hydrogen per mole of glucose) were obtained at pH 5.5 using the sludge treated for 4 h characterized by the lowest CFU concentration (2.3 × 10(3)CFU/g sludge). This study demonstrated that heat treatment should be carefully defined according to the structure of the sludge microbial community, allowing the selection of highly efficient hydrogen-producing microbes.",Water science and technology : a journal of the International Association on Water Pollution Research,2012,None,10.2166/wst.2012.336,1,The scientific article does not mention anything about using a synthetic community or co-culture.
54,1634,32624809,"High tolerance to glycerol and high production of 1,3-propanediol in batch fermentations by microbial consortium from marine sludge.","1,3-Propanediol (1,3-PD) is a versatile bulk chemical and widely used as a monomer to synthesis polymers, such as polyesters, polyethers and polyurethanes. 1,3-PD can be produced by microbial fermentation with the advantages of the environmental protection and sustainable development. Low substrate tolerance and wide by-product profile limit microbial production of 1,3-PD by <i>Klebsiella pneumonia</i> on industrial scale. In this study, microbial consortia were investigated to overcome some disadvantages of pure fermentation by single strain. Microbial consortium named DL38 from marine sludge gave the best performance. Its bacterial community composition was analyzed by 16S rRNA gene amplicon high-throughput sequencing and showed that <i>Enterobacteriaceae</i> was the most abundant family. Compared with three <i>K. pneumonia</i> strains isolated from DL38, the microbial consortium could grow well at an initial glycerol concentration of 200 g/L to produce 81.40 g/L of 1,3-PD with a yield of 0.63 mol/mol. This initial glycerol concentration is twice the highest concentration by single isolated strain and more than the critical value (188 g/L) extrapolated from the fermentation kinetics for <i>K. pneumonia</i>. On the other hand, a small amount of by-products were produced in batch fermentation of microbial consortium DL38,  especially no 2,3-butanediol detected. The mixed culture of strain W3, Y5 and Y1 improved the tolerance to glycerol and changed the metabolite profile of single strain W3. The batch fermentation with the natural proportion (W3: Y5: Y1 = 208: 82: 17) was superior to that with other proportions and single strain. This study showed that microbial consortium DL38 possessed excellent substrate tolerance, narrow by-product profile and attractive potential for industrial production of 1,3-PD.",Engineering in life sciences,2017,6999268,10.1002/elsc.201600215,1,"This article is about a study of a microbial consortium, so it is not about product production using a synthetic community or co-culture."
55,1644,25943991,Feasibility of biohydrogen production from industrial wastes using defined microbial co-culture.,"The development of clean or novel alternative energy has become a global trend that will shape the future of energy. In the present study, 3 microbial strains with different oxygen requirements, including Clostridium acetobutylicum ATCC 824, Enterobacter cloacae ATCC 13047 and Kluyveromyces marxianus 15D, were used to construct a hydrogen production system that was composed of a mixed aerobic-facultative anaerobic-anaerobic consortium. The effects of metal ions, organic acids and carbohydrate substrates on this system were analyzed and compared using electrochemical and kinetic assays. It was then tested using small-scale experiments to evaluate its ability to convert starch in 5 L of organic wastewater into hydrogen. For the one-step biohydrogen production experiment, H1 medium (nutrient broth and potato dextrose broth) was mixed directly with GAM broth to generate H2 medium (H1 medium and GAM broth). Finally, Clostridium acetobutylicum ATCC 824, Enterobacter cloacae ATCC 13047 and Kluyveromyces marxianus 15D of three species microbial co-culture to produce hydrogen under anaerobic conditions. For the two-step biohydrogen production experiment, the H1 medium, after cultured the microbial strains Enterobacter cloacae ATCC 13047 and Kluyveromyces marxianus 15D, was centrifuged to remove the microbial cells and then mixed with GAM broth (H2 medium). Afterward, the bacterial strain Clostridium acetobutylicum ATCC 824 was inoculated into the H2 medium to produce hydrogen by anaerobic fermentation.",Biological research,2015,4427975,10.1186/s40659-015-0015-x,1,The article concerns the production of hydrogen using a microbial co-culture.
56,1728,32028149,Methane yield enhancement of mesophilic and thermophilic anaerobic co-digestion of algal biomass and food waste using algal biochar: Semi-continuous operation and microbial community analysis.,"The impact of algal biochar addition on mesophilic and thermophilic anaerobic co-digestion of algal biomass and food waste was investigated with a focus on semi-continuous operations and functional microbial communities. Under batch co-digestion, the highest co-digestion synergy was observed for a mixture of 25% food waste and 75% algal biomass. During semi-continuous co-digestion of 25% food waste-75% algal biomass mixture, biochar amended digesters exhibited a 12-54% increase in average methane yield (275.8-394.6 mL/gVS) compared to the controls. Elevated temperature induced narrow distributions of volatile fatty acids (VFAs) by inhibiting the production of branched VFAs. Genus Proteiniphilum was selectively enriched by 3.2 folds in mesophilic digesters with biochar amendment while genus Defluviitoga was selectively enriched in thermophilic digesters due to elevated temperature. Methanogenic communities were significantly different in mesophilic and thermophilic digesters. Biochar amendment contributed to shifts in the predominant methanogens leading to a more balanced state of two methanogenic pathways.",Bioresource technology,2020,None,10.1016/j.biortech.2020.122892,1,This article does not concern product production using a synthetic community or co-culture.
57,1729,25693426,Optimization of Chlorella vulgaris and bioflocculant-producing bacteria co-culture: enhancing microalgae harvesting and lipid content.,"Microalgae are a sustainable bioresource, and the biofuel they produce is widely considered to be an alternative to limited natural fuel resources. However, microalgae harvesting is a bottleneck in the development of technology. Axenic Chlorella vulgaris microalgae exhibit poor harvesting, as expressed by a flocculation efficiency of 0·2%. This work optimized the co-culture conditions of C. vulgaris and bioflocculant-producing bacteria in synthetic wastewater using response surface methodology (RSM), thus aiming to enhance C. vulgaris harvesting and lipid content. Three significant process variables- inoculation ratio of bacteria and microalgae, initial glucose concentration, and co-culture time- were proposed in the RSM model. F-values (3·98/8·46) and R(2) values (0·7817/0·8711) both indicated a reasonable prediction by the RSM model. The results showed that C. vulgaris harvesting efficiency reached 45·0-50·0%, and the lipid content was over 21·0% when co-cultured with bioflocculant-producing bacteria under the optimized culture conditions of inoculation ratio of bacteria and microalgae of 0·20-0·25, initial glucose concentration of <1·5 kg m(-3) and co-culture time of 9-14 days. This work provided new insights into microalgae harvesting and cost-effective microalgal bioproducts, and confirmed the promising prospect of introducing bioflocculant-producing bacteria into microalgae bioenergy production.",Letters in applied microbiology,2015,None,10.1111/lam.12403,1,"The article does not mention anything about product production, so it is difficult to say for certain. However, it appears that the focus of the study is on optimizing the co-culture conditions of microalgae and bioflocculant-producing bacteria in synthetic wastewater, in order to enhance microalgae harvesting and lipid content. This suggests that the ultimate goal may be to produce some sort of microalgae-based product, although this is not explicitly stated."
58,1732,35505298,Bacterial community and chemical profiles of oil-polluted sites in selected cities of Uganda: potential for developing a bacterial-based product for remediation of oil-polluted sites.,"Oil spills are ranked among the greatest global challenges to humanity. In Uganda, owing to the forthcoming full-scale production of multi-billion barrels of oil, the country's oil pollution burden is anticipated to escalate, necessitating remediation. Due to the unsuitability of several oil clean-up technologies, the search for cost-effective and environmentally friendly remediation technologies is paramount. We thus carried out this study to examine the occurrence of metabolically active indigenous bacterial species and chemical characteristics of soils with a long history of oil pollution in Uganda that can be used in the development of a bacterial-based product for remediation of oil-polluted sites.",BMC microbiology,2022,9063239,10.1186/s12866-022-02541-x,1,"The article does not mention the use of a synthetic community or co-culture specifically. However, it does mention the potential for developing a bacterial-based product for remediation of oil-polluted sites. This suggests that the article is concerned with product production using bacteria."
59,1754,33418258,Quorum sensing shaped microbial consortia and enhanced hydrogen recovery from waste activated sludge electro-fermentation on basis of free nitrous acid treatment.,"In this study, the feasibility of free nitrous acid (FNA) pretreatment coupled with quorum sensing (QS) was investigated to enhance hydrogen recovery from waste activated sludge (WAS) via electro-fermentation (EF). 3-oxo-hexanoyl-homoserine lactone (3OC6-HSL), as the signal molecule, was only added in the first three cycles of sludge inoculation at the phase of microbial electrolysis cells (MECs) startup. Results showed that QS combined FNA (AHL-FMEC) enabled highest hydrogen yield and current (4.3 mg/g VSS and 4.5 mA), while that generated from sole FNA/QS treated WAS (FMEC/AHL-RMEC) were only 3.5/3.0 mg/g VSS and 1.5/1.5 mA, respectively. Fourier transform infrared (FT-IR) spectra illustrated the effective conversion of organics in AHL-FMEC, the utilization efficiencies of proteins and carbohydrates achieved to 75.0% and 79.7%, respectively. Besides, the internal resistance decreased from 34.5 Ω (FMEC) to 22.9 Ω (AHL-RMEC), further to 18.0 Ω, indicating the promoted bioelectrochemical activity of electroactive bacteria (EAB) in AHL-FMEC. Correspondingly, both EAB (21.7%), e.g., Geobacter (9.3%) and Pseudomonas (3.2%) and anaerobic fermentation bacteria (AFB, 28.6%), e.g., Proteiniclasticum (14.2%) and Petrimonas (3.6%) enriched to peaks in AHL-FMEC. Moreover, molecular ecological network (MEN) analysis revealed the underling relationships among AFB, EAB and homo-acetogen in EF system, suggesting the possible cooperative QS has been constructed. The results obtained in this study may provide a new insight for efficient hydrogen recovery from electro-fermentation of WAS.",The Science of the total environment,2021,None,10.1016/j.scitotenv.2020.144348,1,"The scientific article does not explicitly mention the use of a synthetic community or co-culture. However, it does mention the use of quorum sensing to shape microbial consortia and enhance hydrogen recovery from waste activated sludge electro-fermentation. This suggests that the article may be concerned with product production using a synthetic community or co-culture."
60,1778,31476564,Improving nitrogen removal in biological aeration filter for domestic sewage treatment via adjusting microbial community structure.,"The rapid growth of nitrite-oxidizing bacteria (NOB) in reactor prevents the application of anaerobic ammonium oxidation (anammox) technology to main-stream wastewater treatment. How to eliminate NOB and reserve anaerobic ammonium oxidation bacteria (AnAOB) simultaneously becomes the biggest challenge. In this study two coupled biological aeration filters (BAFs) were built up to treat domestic sewage. In BAF1 nitrogen removal concentration was 21.4 mg/L via heterotrophic denitrification pathway. Backwash was conducted to BAF2 to improve nitrogen removal performance. After backwash Nitrospira proportion declined from 10.8% to 2.1%, while Candidatus Kuenenia percentage increased from 5.6% to 10.2%. Nitrogen removal concentration improved from 8.6 mg/L to 22.8 mg/L via anammox pathway in BAF2, and total nitrogen removal concentration reached to 44.2 mg/L in two coupled BAFs during aeration process. These findings could provide a new strategy for the application of anammox technology to main-stream wastewater treatment.",Bioresource technology,2019,None,10.1016/j.biortech.2019.122006,1,The article does not seem to concern product production using a synthetic community or co-culture.
61,1786,19466556,Bio-hydrogen production from cellulose by sequential co-culture of cellulosic hydrogen bacteria of Enterococcus gallinarum G1 and Ethanoigenens harbinense B49.,"Microbial conversion of lignocellulose to hydrogen is a fascinating way to provide a renewable energy source. A mesophilic bacterium strain G1 that had high cellulose degradation and hydrogen production activity (2.38 mmol H(2) g(-1) cellulose) was isolated from rumen fluid and identified as the Enterococcus gallinarum. Hydrogen production from cellulose by using sequential co-cultures of a cellulosic-hydrolysis bacterium G1 and Ethanoigenens harbinense B49 was investigated. With an initial Avicel concentration of 5 g l(-l), the sequential co-culture with G1 and strain Ethanoigenens harbinense B49 produced H(2) yield approximately 2.97 mmol H(2) g(-1) cellulose for the co-culture system.",Biotechnology letters,2009,None,10.1007/s10529-009-0028-z,1,The article concerns product production using a sequential co-culture of cellulosic-hydrolysis bacterium G1 and Ethanoigenens harbinense B49.
62,1833,23959872,Design and characterization of synthetic fungal-bacterial consortia for direct production of isobutanol from cellulosic biomass.,"Synergistic microbial communities are ubiquitous in nature and exhibit appealing features, such as sophisticated metabolic capabilities and robustness. This has inspired fast-growing interest in engineering synthetic microbial consortia for biotechnology development. However, there are relatively few reports of their use in real-world applications, and achieving population stability and regulation has proven to be challenging. In this work, we bridge ecology theory with engineering principles to develop robust synthetic fungal-bacterial consortia for efficient biosynthesis of valuable products from lignocellulosic feedstocks. The required biological functions are divided between two specialists: the fungus Trichoderma reesei, which secretes cellulase enzymes to hydrolyze lignocellulosic biomass into soluble saccharides, and the bacterium Escherichia coli, which metabolizes soluble saccharides into desired products. We developed and experimentally validated a comprehensive mathematical model for T. reesei/E. coli consortia, providing insights on key determinants of the system's performance. To illustrate the bioprocessing potential of this consortium, we demonstrate direct conversion of microcrystalline cellulose and pretreated corn stover to isobutanol. Without costly nutrient supplementation, we achieved titers up to 1.88 g/L and yields up to 62% of theoretical maximum. In addition, we show that cooperator-cheater dynamics within T. reesei/E. coli consortia lead to stable population equilibria and provide a mechanism for tuning composition. Although we offer isobutanol production as a proof-of-concept application, our modular system could be readily adapted for production of many other valuable biochemicals. ",Proceedings of the National Academy of Sciences of the United States of America,2013,3767521,10.1073/pnas.1218447110,1,The article discusses the use of a synthetic community for the production of isobutanol.
63,1860,18226523,Anaerobic biohydrogen production from monosaccharides by a mixed microbial community culture.,"Monosaccharides (e.g. glucose and fructose) are produced from the hydrolyzation of macromolecules, such as starch, cellulose, hemicellulose and lignin, which are abundant in various industrial wastewaters. The elucidation of anaerobic activated sludge microbial community utilizing monosaccharides will lay an important foundation for the industrialization of biohydrogen production. In this study, the hydrogen production by a mixed microbial culture on four monosaccharides (glucose, fructose, galactose and arabinose) was investigated in a batch cultures. The mixed microbial culture was obtained from anaerobic activated sludge in a continuous stirred-tank reactor (CSTR) after 29 days of acclimatization. The results indicated that glucose had the highest specific hydrogen production rate of 358 mL/g.g mixed liquid volatile suspended solid (MLVSS), while arabinose had the lowest hydrogen production rate of 28 mL/g.gMLVSS. Glucose also possessed the highest specific conversion rate to hydrogen of 82 mL/g glucose, while fructose had the highest specific conversion rate to liquid product of 443 mg/g fructose. Arabinose had the lowest conversion rates to both liquid products and hydrogen. Metabolic pathways and fermentation products were the major reasons for the difference in hydrogen production from these four monosaccharides. The complex fermentation pathways of arabinose reduced its hydrogen production efficiency and a long acclimation period (over 68 h) was required before the anaerobic activated sludge could effectively utilize arabinose in batch cultures.",Bioresource technology,2008,None,10.1016/j.biortech.2007.11.072,1,"The article does not specifically mention whether the community used is synthetic or not, but it seems likely that it is not synthetic since it is taken from an existing activated sludge system."
64,1979,32897644,Applications of microbial co-cultures in polyketides production.,"Polyketides are a large group of natural biomolecules that are normally produced by bacteria, fungi and plants. These molecules have clinical importance due to their anti-cancer, anti-microbial, anti-oxidant and anti-inflammatory properties. Polyketides are biosynthesized from units of acyl-CoA by different polyketide synthases (PKSs), which display wide diversity of functional domains and mechanisms of action between fungi and bacteria. Co-culture of different micro-organisms can produce novel products distinctive from those produced during single cultures. This study compared the new polyketides produced in such co-culture systems and discusses aspects of the cultivation systems, product structures and identification techniques. Current results indicate that the formation of new polyketides may be the result of activation of previously silent PKSs genes induced during co-culture. This review indicated a potential way to produce pure therapeutic polyketides by microbial fermentation and a potential way to develop functional foods and agricultural products using co-co-culture of different micro-organisms. It also pointed out a new perspective for studies on the process of functional foods, especially those involving multiple micro-organisms.",Journal of applied microbiology,2021,None,10.1111/jam.14845,1,The article discusses the production of polyketides using co-culture systems. It is not clear if the community used is synthetic or not.
65,2019,32559971,Anaerobic co-digestion of sewage sludge and food waste for hydrogen and VFA production with microbial community analysis.,"In this study, the anaerobic co-digestion of food waste (FW) and sewage sludge (SS) was investigated for the production of hydrogen and volatile fatty acids (VFAs). The results showed that the anaerobic co-digestion of these materials enhanced the hydrogen content by 62.4% (v/v), 29.89% higher than that obtained by FW digestion alone, and the total VFA production reached at 281.84 mg/g volatile solid (VS), a 8.38% increase. This enhancement was primarily resulted from improvements in the multi-substrate characteristics, which were obtained by supplying a higher soluble chemical oxygen demand (23.78-32.14 g/L) and suitable a pH (6.12-6.51), decreasing total ammonia nitrogen by 18.67% and ensuring a proper carbon/nitrogen ratio (15.01-23.01). Furthermore, maximal hydrogen (62.39 mL/g VS) and total VFA production potential (294.63 mg/g VS) were estimated using response surface methodology optimization, which yielded FW percentages of 85.17% and 79.87%, respectively. Based on a pyrosequencing analysis, the dominant bacteria associated with VFA and hydrogen production were promoted under optimized condition, including members of genera Veillonella and Clostridium and the orders Bacteroidales and Lactobacillales.","Waste management (New York, N.Y.)",2018,None,10.1016/j.wasman.2018.06.046,1,"The article does not explicitly state whether a synthetic community or co-culture is used. However, based on the information provided in the abstract, it is likely that a co-culture is used."
66,2078,30641388,Aerobic co-composting degradation of highly PCDD/F-contaminated field soil. A study of bacterial community.,"This study investigated bacterial communities during aerobic food waste co-composting degradation of highly PCDD/F-contaminated field soil. The total initial toxic equivalent quantity (TEQ) of the soil was 16,004 ng-TEQ kg<sup>-1</sup> dry weight. After 42-day composting and bioactivity-enhanced monitored natural attenuation (MNA), the final compost product's TEQ reduced to 1916 ng-TEQ kg<sup>-1</sup> dry weight (approximately 75% degradation) with a degradation rate of 136.33 ng-TEQ kg<sup>-1</sup> day<sup>-1</sup>. Variations in bacterial communities and PCDD/F degraders were identified by next-generation sequencing (NGS). Thermophilic conditions of the co-composting process resulted in fewer observed bacteria and PCDD/F concentrations. Numerous organic compound degraders were identified by NGS, supporting the conclusion that PCDD/Fs were degraded during food waste co-composting. Bacterial communities of the composting process were defined by four phyla (Proteobacteria, Actinobacteria, Bacteroidetes and Firmicutes). At the genus level, Bacillus (Firmicutes) emerged as the most dominant phylotype. Further studies on specific roles of these bacterial strains are needed, especially for the thermophiles which contributed to the high degradation rate of the co-co-composting treatment's first 14 days.",The Science of the total environment,2019,None,10.1016/j.scitotenv.2018.12.312,1,"The article does not specifically mention the use of a synthetic community or co-culture. However, it does discuss the degradation of PCDD/Fs, which are synthetic chemicals. Therefore, it is possible that the article is discussing the use of a synthetic community or co-culture in relation to the degradation of these chemicals."
67,2085,23831709,Bispecific antibodies with natural architecture produced by co-culture of bacteria expressing two distinct half-antibodies.,"By enabling the simultaneous engagement of two distinct targets, bispecific antibodies broaden the potential utility of antibody-based therapies. However, bispecific-antibody design and production remain challenging, owing to the need to incorporate two distinct heavy and light chain pairs while maintaining natural nonimmunogenic antibody architecture. Here we present a bispecific-antibody production strategy that relies on co-culture of two bacterial strains, each expressing a half-antibody. Using this approach, we produce 28 unique bispecific antibodies. A bispecific antibody against the receptor tyrosine kinases MET and EGFR binds both targets monovalently, inhibits their signaling, and suppresses MET and EGFR-driven cell and tumor growth. Our strategy allows rapid generation of bispecific antibodies from any two existing antibodies and yields milligram to gram quantities of bispecific antibodies sufficient for a wide range of discovery and preclinical applications. ",Nature biotechnology,2013,None,10.1038/nbt.2621,1,"Yes, the article discusses the production of bispecific antibodies using co-culture of two bacterial strains."
68,2130,33673660,Microbial Communities of Meat and Meat Products: An Exploratory Analysis of the Product Quality and Safety at Selected Enterprises in South Africa.,"Consumption of food that is contaminated by microorganisms, chemicals, and toxins may lead to significant morbidity and mortality, which has negative socioeconomic and public health implications. Monitoring and surveillance of microbial diversity along the food value chain is a key component for hazard identification and evaluation of potential pathogen risks from farm to the consumer. The aim of this study was to determine the microbial diversity in meat and meat products from different enterprises and meat types in South Africa. Samples (<i>n</i> = 2017) were analyzed for <i>Yersinia enterocolitica</i>, <i>Salmonella</i> species, <i>Listeria monocytogenes</i>, <i>Campylobacter jejuni</i>, <i>Campylobacter coli</i>, <i>Staphylococcus aureus</i>, <i>Clostridium perfringens</i>, <i>Bacillus cereus</i>, and <i>Clostridium botulinum</i> using culture-based methods. PCR was used for confirmation of selected pathogens. Of the 2017 samples analyzed, microbial ecology was assessed for selected subsamples where next generation sequencing had been conducted, followed by the application of computational methods to reconstruct individual genomes from the respective sample (metagenomics). With the exception of <i>Clostridium botulinum</i>, selective culture-dependent methods revealed that samples were contaminated with at least one of the tested foodborne pathogens. The data from metagenomics analysis revealed the presence of diverse bacteria, viruses, and fungi. The analyses provide evidence of diverse and highly variable microbial communities in products of animal origin, which is important for food safety, food labeling, biosecurity, and shelf life limiting spoilage by microorganisms.",Microorganisms,2021,7997435,10.3390/microorganisms9030507,1,"The article does not mention the use of synthetic communities or co-culture specifically. However, it does mention the use of next-generation sequencing and metagenomics to assess microbial ecology in selected subsamples. These methods could be used to study synthetic communities or co-cultures."
69,2191,29205274,Production of cellulosic organic acids via synthetic fungal consortia.,"Consolidated bioprocessing (CBP) is a potential breakthrough technology for reducing costs of biochemical production from lignocellulosic biomass. Production of cellulase enzymes, saccharification of lignocellulose, and conversion of the resulting sugars into a chemical of interest occur simultaneously within a single bioreactor. In this study, synthetic fungal consortia composed of the cellulolytic fungus Trichoderma reesei and the production specialist Rhizopus delemar demonstrated conversion of microcrystalline cellulose (MCC) and alkaline pre-treated corn stover (CS) to fumaric acid in a fully consolidated manner without addition of cellulase enzymes or expensive supplements such as yeast extract. A titer of 6.87 g/L of fumaric acid, representing 0.17 w/w yield, were produced from 40 g/L MCC with a productivity of 31.8 mg/L/hr. In addition, lactic acid was produced from MCC using a fungal consortium with Rhizopus oryzae as the production specialist. These results are proof-of-concept demonstration of engineering synthetic microbial consortia for CBP production of naturally occurring biomolecules.",Biotechnology and bioengineering,2018,None,10.1002/bit.26509,1,The article concerns product production using a synthetic community or co-culture.
70,2207,25237864,Mining the metabiome: identifying novel natural products from microbial communities.,"Microbial-derived natural products provide the foundation for most of the chemotherapeutic arsenal available to contemporary medicine. In the face of a dwindling pipeline of new lead structures identified by traditional culturing techniques and an increasing need for new therapeutics, surveys of microbial biosynthetic diversity across environmental metabiomes have revealed enormous reservoirs of as yet untapped natural products chemistry. In this review, we touch on the historical context of microbial natural product discovery and discuss innovations and technological advances that are facilitating culture-dependent and culture-independent access to new chemistry from environmental microbiomes with the goal of reinvigorating the small molecule therapeutics discovery pipeline. We highlight the successful strategies that have emerged and some of the challenges that must be overcome to enable the development of high-throughput methods for natural product discovery from complex microbial communities. ",Chemistry & biology,2014,4171686,10.1016/j.chembiol.2014.08.006,1,"The article does not mention synthetic communities or co-culture specifically, but it does discuss methods for identifying new lead structures from microbial communities. These methods could potentially be used in synthetic communities or co-cultures, but it is not clear if that is the focus of the article."
71,2216,21185171,Comparative study of biological hydrogen production by pure strains and consortia of facultative and strict anaerobic bacteria.,"In this paper, a simple and rapid method was developed in order to assess in comparative tests the production of binary biogas mixtures containing CO(2) and another gaseous compound such as hydrogen or methane. This method was validated and experimented for the characterisation of the biochemical hydrogen potential of different pure strains and mixed cultures of hydrogen-producing bacteria (HPB) growing on glucose. The experimental results compared the hydrogen production yield of 19 different pure strains and sludges: facultative and strict anaerobic HPB strains along with anaerobic digester sludges thermally pre-treated or not. Significant yields variations were recorded even between different strains of the same species by i.e. about 20% for three Clostridium butyricum strains. The pure Clostridium butyricum and pasteurianum strains achieved the highest yields i.e. up to 1.36 mol H(2)/mol glucose compared to the yields achieved by the sludges and the tested Escherichia and Citrobacter strains.",Bioresource technology,2011,None,10.1016/j.biortech.2010.11.094,1,"The article does not specifically mention a synthetic community or co-culture. However, it does mention ""different pure strains and sludges: facultative and strict anaerobic HPB strains along with anaerobic digester sludges thermally pre-treated or not."" This suggests that the article is concerned with production using a variety of different strains, including both pure strains and sludges."
